ACARA ID,School Name,Suburb,Postcode,Type,Geolocation,Latitude,Longitude,BE Score,% of exams sat that received DA,HSC Students,Exams Sat,DA,Sector,Campus Type,Governing Body,Year Range,ICSEA,Bottom SEA Quarter (%),Lower Middle SEA Quarter (%),Upper Middle SEA Quarter (%),Top SEA Quarter (%),Teaching Staff,Full Time Equivalent Teaching Staff,Non-Teaching Staff,Full Time Equivalent Non-Teaching Staff,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Indigenous Enrolments (%),Language Background Other Than English (%)
41156,Kingsgrove North High School,Kingsgrove,2208,Secondary,Major Cities,-33.934,151.098,79,0.05,28,565,105,Government,School Single Entity,Department of Education NSW,"U, 7-12",982,42,31,21,7,65,67.9,15,15.5,844,302,542,844,2,83
41345,Galston High School,Galston,2159,Secondary,Major Cities,-33.6609,151.042,85,0.05,18,364,64,Government,School Single Entity,Department of Education NSW,"U, 7-12",1039,18,32,31,19,52,52.9,17,13.5,612,305,307,611.8,2,15
41184,Alexandria Park Community School,Alexandria,2015,Combined,Major Cities,-33.9002,151.196,91,0.049,11,224,39,Government,School Single Entity,Department of Education NSW,K-12,1028,20,18,29,33,56,66.2,13,12.3,882,375,507,881.4,19,59
41597,Elderslie High School,Elderslie,2570,Secondary,Major Cities,-34.0526,150.715,75,0.049,28,574,112,Government,School Single Entity,Department of Education NSW,"U, 7-12",997,32,35,24,9,70,71.9,17,15.8,1027,544,483,1026.4,4,17
41578,Cecil Hills High School,Cecil Hills,2171,Secondary,Major Cities,-33.8957,150.852,83,0.048,45,939,162,Government,School Single Entity,Department of Education NSW,"U, 7-12",991,37,31,23,9,97,100.4,25,20.4,1400,688,712,1400,1,86
41610,Elizabeth Macarthur High School,Narellan,2567,Secondary,Major Cities,-34.0571,150.74,80,0.047,28,591,104,Government,School Single Entity,Department of Education NSW,7-Dec,1002,30,34,24,12,82,86.5,16,15.2,1292,676,616,1291.3,5,33
41160,Moorefield Girls High School,Kogarah,2217,Secondary,Major Cities,-33.9683,151.138,83,0.046,13,281,51,Government,School Single Entity,Department of Education NSW,"U, 7-12",1002,34,29,22,15,28,34.6,10,9,313,313,0,313,3,80
41572,Bankstown Girls High School,Bankstown,2200,Secondary,Major Cities,-33.9208,151.032,73,0.045,17,375,75,Government,School Single Entity,Department of Education NSW,7-Dec,948,57,25,13,5,47,48.5,12,8.1,553,553,0,552.8,0,97
41168,Kogarah High School,Kogarah,2217,Secondary,Major Cities,-33.9612,151.134,74,0.045,20,445,84,Government,School Single Entity,Department of Education NSW,"U, 7-12",987,39,31,21,9,74,77.7,22,18.1,850,351,499,849.2,1,93
41582,Westfields Sports High School,Fairfield West,2165,Secondary,Major Cities,-33.8684,150.92,78,0.045,49,1093,180,Government,School Single Entity,Department of Education NSW,7-Dec,979,41,32,19,8,105,113.4,20,18.4,1677,707,970,1673.1,3,67
41147,Canterbury Boys High School,Canterbury,2193,Secondary,Major Cities,-33.9053,151.123,73,0.008,2,258,38,Government,School Single Entity,Department of Education NSW,"U, 7-12",983,40,31,23,7,36,38.1,12,9.4,346,0,346,346,1,89
41571,Auburn Girls High School,Auburn,2144,Secondary,Major Cities,-33.8429,151.034,76,0.044,21,477,83,Government,School Single Entity,Department of Education NSW,"U, 7-12",950,57,21,15,7,66,63.1,13,13.1,777,777,0,776.1,0,99
41614,Birrong Girls High School,Birrong,2143,Secondary,Major Cities,-33.8895,151.026,71,0.044,24,545,104,Government,School Single Entity,Department of Education NSW,7-Dec,950,58,25,14,4,57,59.8,12,10.1,778,778,0,777.8,1,95
41161,Heathcote High School,Heathcote,2233,Secondary,Major Cities,-34.0823,151.014,80,0.038,14,372,66,Government,School Single Entity,Department of Education NSW,"U, 7-12",1006,28,38,26,9,55,58.5,14,13.1,737,348,389,736.4,3,6
41162,Kingsgrove High School,Kingsgrove,2208,Secondary,Major Cities,-33.9485,151.102,76,0.031,21,680,118,Government,School Single Entity,Department of Education NSW,7-Dec,975,45,31,19,6,65,68.5,13,11.4,926,326,600,925,1,86
41163,Matraville Sports High School,Chifley,2036,Secondary,Major Cities,-33.9647,151.245,67,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-12",896,53,29,13,5,34,41.7,13,14.6,307,104,203,307,35,26
41590,Fairvale High School,Fairfield West,2165,Secondary,Major Cities,-33.8736,150.929,79,0.041,36,886,169,Government,School Single Entity,Department of Education NSW,"U, 7-12",931,63,23,11,3,110,115.2,27,23.8,1468,675,793,1467.6,1,92
41165,J J Cahill Memorial High School,Mascot,2020,Secondary,Major Cities,-33.9278,151.201,68,0.015,3,203,33,Government,School Single Entity,Department of Education NSW,"U, 7-12",978,40,29,23,7,34,35.9,10,11,327,138,189,327,5,69
41166,Lucas Heights Community School,Barden Ridge,2234,Combined,Major Cities,-34.0358,151.005,78,0.024,4,170,30,Government,School Single Entity,Department of Education NSW,"U, K-12",1027,19,34,30,17,55,60.3,22,15.1,742,329,413,742,4,19
41167,Central Sydney Intensive English High School,Alexandria,2015,Secondary,Major Cities,-33.9,151.194,,,,,,Government,School Single Entity,Department of Education NSW,U,1041,20,27,32,21,30,34.3,13,14.3,135,68,67,135,0,100
41169,Gymea Technology High School,Gymea,2227,Secondary,Major Cities,-34.03,151.083,84,0.015,5,332,60,Government,School Single Entity,Department of Education NSW,7-Dec,1040,17,33,30,20,45,48.2,12,9.9,641,287,354,638.9,2,27
41171,Georges River College Peakhurst Campus,Peakhurst,2210,Secondary,Major Cities,-33.9671,151.056,78,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-10",997,35,30,25,11,52,60,15,14.5,833,294,539,833,3,60
41176,Sydney Secondary College Balmain Campus,Rozelle,2039,Secondary,Major Cities,-33.8585,151.17,93,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-10",1102,8,14,30,48,53,64.1,15,16,803,325,478,803,3,42
41179,Sydney Secondary College Leichhardt Campus,Leichhardt,2040,Secondary,Major Cities,-33.8795,151.159,94,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-10",1107,8,14,26,53,60,62.9,14,15.4,921,335,586,921,3,37
41181,Marrickville High School,Marrickville,2204,Secondary,Major Cities,-33.9058,151.156,88,0.019,4,213,39,Government,School Single Entity,Department of Education NSW,"U, 7-12",1044,21,21,30,27,42,53.6,20,15.4,465,172,293,465,4,65
41182,South Sydney High School,Maroubra,2035,Secondary,Major Cities,-33.9442,151.234,82,0.014,3,219,43,Government,School Single Entity,Department of Education NSW,7-Dec,1014,28,28,28,16,42,44.8,8,8.5,561,216,345,560.8,4,52
41189,Ashfield Boys High School,Ashfield,2131,Secondary,Major Cities,-33.8895,151.129,88,0.036,17,471,88,Government,School Single Entity,Department of Education NSW,7-Dec,1034,23,27,28,22,50,56,13,10.1,743,0,743,743,1,78
41186,Sydney Distance Education High School,Woolloomooloo,2011,Secondary,Major Cities,-33.8711,151.221,95,0.015,8,553,64,Government,School Single Entity,Department of Education NSW,7-Dec,1037,22,25,26,27,117,142.2,16,21.2,553,328,225,501.3,7,14
41188,Georges River College Hurstville Boys Campus,Hurstville,2220,Secondary,Major Cities,-33.9628,151.11,79,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-10",1007,33,28,26,13,36,39.6,10,10,343,0,343,343,1,89
41192,Georges River College Penshurst Girls Campus,Penshurst,2222,Secondary,Major Cities,-33.9641,151.086,90,,,,,Government,School Single Entity,Department of Education NSW,7-Oct,1032,23,29,30,18,39,41.3,9,8.5,564,564,0,564,1,80
41193,James Cook Boys High School,Kogarah,2217,Secondary,Major Cities,-33.9665,151.137,80,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-12",997,38,25,25,13,27,29.9,8,6.6,288,0,288,288,1,81
41573,Beverly Hills Girls High School,Beverly Hills,2209,Secondary,Major Cities,-33.9477,151.078,76,0.033,27,819,156,Government,School Single Entity,Department of Education NSW,"U, 7-12",992,38,27,23,12,77,85.4,21,16.5,1097,1058,39,1096.2,1,96
41577,Chester Hill High School,Chester Hill,2162,Secondary,Major Cities,-33.8748,150.997,71,0.03,24,794,155,Government,School Single Entity,Department of Education NSW,"U, 7-12",927,64,22,11,3,85,111.6,20,22.5,1368,662,706,1368,1,93
41580,John Edmondson High School,Horningsea Park,2171,Secondary,Major Cities,-33.9459,150.843,76,0.029,22,759,133,Government,School Single Entity,Department of Education NSW,7-Dec,976,43,30,20,7,79,80.1,19,13.4,1174,587,587,1174,3,66
41586,Condell Park High School,Condell Park,2200,Secondary,Major Cities,-33.9236,151.002,69,0.029,11,382,71,Government,School Single Entity,Department of Education NSW,"U, 7-12",928,66,23,9,2,66,70.4,16,15.9,877,290,587,876.8,0,94
41581,Picnic Point High School,Picnic Point,2213,Secondary,Major Cities,-33.9643,151.011,79,0.028,16,579,116,Government,School Single Entity,Department of Education NSW,"U, 7-12",1003,30,34,25,11,68,69.8,15,15.2,997,429,568,997,4,36
41598,St Johns Park High School,St Johns Park,2176,Secondary,Major Cities,-33.8731,150.892,74,0.024,15,630,118,Government,School Single Entity,Department of Education NSW,"U, 7-12",928,63,23,11,3,67,72.5,12,16.5,897,427,470,896,3,91
41566,Camden High School,Camden,2570,Secondary,Major Cities,-34.0793,150.676,74,0.019,8,418,78,Government,School Single Entity,Department of Education NSW,"U, 7-12",982,39,34,20,7,77,77.8,20,18.2,1087,585,502,1086.8,6,10
41615,Wiley Park Girls High School,Punchbowl,2196,Secondary,Major Cities,-33.9242,151.067,67,0.019,6,316,57,Government,School Single Entity,Department of Education NSW,"U, 7-12",938,60,24,12,3,44,48.1,16,11.2,476,476,0,476,0,98
41575,Ingleburn High School,Ingleburn,2565,Secondary,Major Cities,-34.0051,150.872,69,0.019,6,319,55,Government,School Single Entity,Department of Education NSW,"U, 7-12",950,52,29,15,4,50,53.3,13,12.9,632,320,312,632,8,51
41593,Hoxton Park High School,Hinchinbrook,2168,Secondary,Major Cities,-33.92,150.862,72,0.018,5,274,46,Government,School Single Entity,Department of Education NSW,7-Dec,943,57,28,12,3,53,57.4,11,10.3,732,333,399,732,4,81
41570,Strathfield South High School,Enfield,2136,Secondary,Major Cities,-33.8854,151.071,67,0.018,9,507,72,Government,School Single Entity,Department of Education NSW,"U, 7-12",925,64,21,12,4,64,62.3,17,18.9,618,241,377,618,3,87
41565,Picton High School,Picton,2571,Secondary,Inner Regional,-34.1945,150.608,69,0.017,7,415,67,Government,School Single Entity,Department of Education NSW,"U, 7-12",940,56,29,12,3,68,81.2,20,18.2,1050,504,546,1050,9,8
41567,Bass High School,Bass Hill,2197,Secondary,Major Cities,-33.8979,150.989,67,0.016,6,382,68,Government,School Single Entity,Department of Education NSW,"U, 7-12",911,68,23,8,2,53,57.1,18,13.5,630,283,347,629.6,4,78
41611,Thomas Reddall High School,Ambarvale,2560,Secondary,Major Cities,-34.0818,150.803,68,0.016,4,256,48,Government,School Single Entity,Department of Education NSW,"U, 7-12",930,57,28,12,3,50,50.1,17,13.2,480,211,269,479.8,10,42
41599,Leumeah High School,Leumeah,2560,Secondary,Major Cities,-34.0543,150.847,73,0.015,6,397,71,Government,School Single Entity,Department of Education NSW,"U, 7-12",952,51,29,15,5,54,63.7,17,13.7,787,384,403,787,9,38
41557,Liverpool Girls High School,Liverpool,2170,Secondary,Major Cities,-33.918,150.931,71,0.013,9,676,130,Government,School Single Entity,Department of Education NSW,7-Dec,937,59,26,11,4,66,68.2,11,10.9,815,815,0,813.8,2,89
41579,Mount Annan High School,Mount Annan,2567,Secondary,Major Cities,-34.0574,150.761,74,0.013,4,312,58,Government,School Single Entity,Department of Education NSW,"U, 7-12",981,41,32,20,8,60,66.2,12,15.4,907,438,469,904.2,5,35
41568,Merrylands High School,Merrylands,2160,Secondary,Major Cities,-33.8408,150.97,69,0.011,4,350,66,Government,School Single Entity,Department of Education NSW,"U, 7-12",932,61,25,11,3,60,65.5,16,13.5,827,377,450,826.5,2,83
41587,Lurnea High School,Lurnea,2170,Secondary,Major Cities,-33.9417,150.896,65,0.011,3,273,59,Government,School Single Entity,Department of Education NSW,"U, 7-12",902,72,19,7,2,68,77.7,24,23.4,671,305,366,671,4,81
41558,Campbelltown Performing Arts High School,Campbelltown,2560,Secondary,Major Cities,-34.0601,150.823,73,0.01,4,420,72,Government,School Single Entity,Department of Education NSW,7-Dec,960,46,33,16,5,68,73.4,14,12.6,1097,652,445,1096.4,9,40
41601,Fairfield High School,Fairfield,2165,Secondary,Major Cities,-33.8652,150.959,66,0.009,5,577,117,Government,School Single Entity,Department of Education NSW,"U, 7-12",883,75,17,7,2,96,112.4,26,28.9,1104,484,620,1104,1,94
41588,Holroyd High School,Greystanes,2145,Secondary,Major Cities,-33.8331,150.951,66,0.009,3,349,71,Government,School Single Entity,Department of Education NSW,"U, 7-12",913,64,19,13,4,61,71.6,16,16.8,570,242,328,569.4,1,90
41591,James Busby High School,Green Valley,2168,Secondary,Major Cities,-33.9101,150.873,67,0.008,3,359,70,Government,School Single Entity,Department of Education NSW,"U, 7-12",912,67,25,7,1,63,68.1,21,19.3,684,297,387,682.4,6,78
41559,Punchbowl Boys High School,Punchbowl,2196,Secondary,Major Cities,-33.924,151.053,67,0.008,2,249,47,Government,School Single Entity,Department of Education NSW,7-Dec,919,69,22,8,1,32,44.1,9,7.2,499,0,499,498.2,0,99
41347,Northern Beaches Secondary College Cromer Campus,Cromer,2099,Secondary,Major Cities,-33.7378,151.284,83,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-12",1024,23,33,28,17,54,57.3,13,14.9,617,280,337,616.6,2,32
41348,Narrabeen Sports High School,North Narrabeen,2101,Secondary,Major Cities,-33.7009,151.298,81,0.007,3,410,76,Government,School Single Entity,Department of Education NSW,7-Dec,1036,17,33,30,19,61,66.3,12,11.8,950,412,538,948.4,2,18
41607,Ambarvale High School,Rosemeadow,2560,Secondary,Major Cities,-34.1006,150.801,72,0.007,2,286,48,Government,School Single Entity,Department of Education NSW,"U, 7-12",918,62,26,9,2,61,64.5,16,17.6,778,384,394,778,13,35
41352,Northern Beaches Secondary College Balgowlah Boys Campus,Balgowlah,2093,Secondary,Major Cities,-33.7964,151.255,96,,,,,Government,School Single Entity,Department of Education NSW,7-Dec,1105,7,16,30,47,57,71.9,12,12.6,1039,0,1039,1037.8,1,26
41560,Liverpool Boys High School,Liverpool,2170,Secondary,Major Cities,-33.9172,150.932,67,0.007,2,291,41,Government,School Single Entity,Department of Education NSW,7-Dec,923,64,23,10,3,47,50,14,8.5,545,0,545,543.1,1,92
41584,Miller High School,Miller,2168,Secondary,Major Cities,-33.9236,150.881,66,0.007,2,303,61,Government,School Single Entity,Department of Education NSW,"U, 7-12",879,78,16,6,1,59,77.1,19,19.1,681,330,351,681,5,82
41605,Holsworthy High School,Holsworthy,2173,Secondary,Major Cities,-33.9555,150.952,75,0.006,2,358,69,Government,School Single Entity,Department of Education NSW,7-Dec,991,33,34,25,8,45,48.8,13,8.9,579,276,303,578.2,6,33
41592,Casula High School,Casula,2170,Secondary,Major Cities,-33.9512,150.894,70,0.006,2,356,79,Government,School Single Entity,Department of Education NSW,"U, 7-12",951,52,28,16,4,60,70.9,17,16.4,1005,464,541,1001,4,76
41585,Ashcroft High School,Ashcroft,2168,Secondary,Major Cities,-33.9204,150.897,67,0.005,1,211,35,Government,School Single Entity,Department of Education NSW,7-Dec,885,72,21,6,1,41,47.6,12,9.1,526,242,284,525.4,15,65
41606,Eagle Vale High School,Eagle Vale,2558,Secondary,Major Cities,-34.0399,150.804,66,0.005,1,221,41,Government,School Single Entity,Department of Education NSW,"U, 7-12",890,76,18,6,0,50,51.6,15,14.7,491,231,260,490.4,10,47
41608,Robert Townson High School,Raby,2566,Secondary,Major Cities,-34.0153,150.818,70,0.004,1,273,49,Government,School Single Entity,Department of Education NSW,"U, 7-12",951,51,32,14,3,56,59.3,16,13.7,739,367,372,739,6,48
41569,Sir Joseph Banks High School,Revesby,2212,Secondary,Major Cities,-33.9397,151.021,69,0.004,1,284,52,Government,School Single Entity,Department of Education NSW,"U, 7-12",954,53,28,15,5,48,56.2,14,13.9,633,195,438,633,2,86
41613,Granville Boys High School,Granville,2142,Secondary,Major Cities,-33.8346,151.009,67,0.003,1,301,52,Government,School Single Entity,Department of Education NSW,"U, 7-12",917,69,18,10,3,48,51.1,13,12.1,509,0,509,509,0,98
41564,Birrong Boys High School,Birrong,2143,Secondary,Major Cities,-33.894,151.025,66,,,,,Government,School Single Entity,Department of Education NSW,7-Dec,912,71,18,9,1,34,38.9,5,6.4,374,0,374,374,1,97
41589,Granville South Creative and Performing Arts High School,Guildford,2161,Secondary,Major Cities,-33.8606,150.998,65,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-12",892,77,16,6,1,49,52.9,15,13.5,586,263,323,586,2,93
41594,Airds High School,Campbelltown,2560,Secondary,Major Cities,-34.0869,150.827,65,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-12",867,71,21,7,1,44,47.4,16,14.2,427,169,258,426.8,25,42
41595,James Meehan High School,Macquarie Fields,2564,Secondary,Major Cities,-33.9884,150.892,66,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-12",874,74,19,6,1,35,38.5,14,13,291,127,164,291,17,42
41602,Sarah Redfern High School,Minto,2566,Secondary,Major Cities,-34.0268,150.851,74,,,,,Government,School Single Entity,Department of Education NSW,"U, 7-12",943,52,28,16,4,46,58,15,15.3,636,308,328,635.8,9,64
41612,Belmore Boys High School,Belmore,2192,Secondary,Major Cities,-33.9166,151.088,68,,,,,Government,School Single Entity,Department of Education NSW,7-Dec,949,54,27,14,4,30,37,9,6.4,374,0,374,373,0,98
41804,Parramatta High School,Parramatta,2150,Secondary,Major Cities,-33.8179,150.996,98,0.124,90,726,132,Government,School Single Entity,Department of Education NSW,7-Dec,1098,10,14,30,46,64,65.8,12,11.4,966,370,596,963.6,1,95
41805,Katoomba High School,Katoomba,2780,Secondary,Major Cities,-33.7274,150.314,77,0.032,14,432,84,Government,School Single Entity,Department of Education NSW,"U, 7-12",1021,24,29,28,19,65,69.1,17,18.4,878,423,455,877.6,6,13
41806,Penrith High School,Penrith,2750,Secondary,Major Cities,-33.7566,150.706,99,0.294,270,920,157,Government,School Single Entity,Department of Education NSW,7-Dec,1171,1,7,21,71,52,62.6,12,11.4,917,391,526,915.8,0,90
41807,Richmond High School,Richmond,2753,Secondary,Major Cities,-33.6005,150.747,72,0.004,1,252,45,Government,School Single Entity,Department of Education NSW,"U, 7-12",940,55,28,14,3,52,53.7,19,14.5,620,296,324,613.4,11,6
41808,Blacktown Girls High School,Blacktown,2148,Secondary,Major Cities,-33.762,150.911,89,0.05,25,503,98,Government,School Single Entity,Department of Education NSW,7-Dec,1021,27,26,28,19,53,57,14,10.1,780,780,0,778,2,87
41809,Northmead Creative and Performing Arts High School,Northmead,2152,Secondary,Major Cities,-33.7881,151,83,0.041,29,702,125,Government,School Single Entity,Department of Education NSW,7-Dec,1022,25,27,30,18,69,74.9,11,13.6,1123,588,535,1122.1,2,53
