Code,School Name,Street,Suburb,State,Postcode,Postal Street,Postal Suburb,Postal State,Postal Postcode,Latitude,Longitude,Phone,Education Region,Broad Classification,Classification Group,Low Year,High Year,KIN,PPR,Y01,Y02,Y03,Y04,Y05,Y06,UPR,Y07,Y08,Y09,Y10,Y11,Y12,USE,Total Students,BE Score,ICSEA
1328,BIRLIRR NGAWIYIWU CATHOLIC SCHOOL,RINGER SOAK (KUNDAT DJARU COMM),VIA HALLS CREEK,WA,6770,RINGER SOAK (KUNDAT DJARU COMM),VIA HALLS CREEK,WA,6770,-18.794047,128.615847,08 9168 8720,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,3,6,1,8,4,3,6,5,,,,,,,,,36,Not Rated,511
5808,BLETCHLEY PARK PRIMARY SCHOOL,LOT 5003 BALFOUR STREET,SOUTHERN RIVER,WA,6110,LOT 5003 BALFOUR STREET,SOUTHERN RIVER,WA,6110,-32.10259536,115.9462328,08 9234 6400,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,99,94,113,116,133,119,129,122,,,,,,,,,925,88,1046
1580,BLUE GUM MONTESSORI SCHOOL INC,11 HOPE ROAD,BIBRA LAKE,WA,6163,11 HOPE ROAD,BIBRA LAKE,WA,6163,-32.08519543,115.838553,08 9417 4060,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,67,54,49,34,33,25,22,15,,,,,,,,,299,99,1182
5049,BLUFF POINT PRIMARY SCHOOL,18 MITCHELL STREET,BLUFF POINT,WA,6530,PO BOX 7166,GERALDTON PO,WA,6531,-28.7403527,114.6215834,08 9923 1278,MIDWEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,34,23,34,33,36,30,34,39,,,,,,,,,263,69,805
1593,BOLD PARK COMMUNITY SCHOOL,61-63 POWIS STREET,WEMBLEY,WA,6014,61-63 POWIS STREET,WEMBLEY,WA,6014,-31.92384064,115.8231847,08 9387 5050,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,47,20,26,14,13,19,13,9,,7,12,6,13,9,5,,213,84,1116
5052,BOLGART PRIMARY SCHOOL,28 SMITH STREET,BOLGART,WA,6568,28 SMITH STREET,BOLGART,WA,6568,-31.27358225,116.5108606,08 9627 5300,WHEATBELT,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,1,1,4,2,1,5,5,1,,,,,,,,,20,Not Rated,1052
5053,BOORAGOON PRIMARY SCHOOL,10 CLEMENTS ROAD,BOORAGOON,WA,6154,10 CLEMENTS ROAD,BOORAGOON,WA,6154,-32.03553443,115.8264595,08 6274 1800,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,58,39,56,54,55,44,66,54,,,,,,,,,426,98,1116
5054,BORDEN PRIMARY SCHOOL,STONE STREET,BORDEN,WA,6338,STONE STREET,BORDEN,WA,6338,-34.07290497,118.2630312,08 9828 1031,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,4,1,5,5,3,5,3,3,,,,,,,,,29,Not Rated,1058
5055,BOULDER PRIMARY SCHOOL,LANE STREET,BOULDER,WA,6432,LOCKED BAG 1,BOULDER,WA,6432,-30.78003681,121.4875325,08 9092 4100,GOLDFIELDS,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,41,38,31,40,37,35,31,,,,,,,,,293,69,848
5058,BOYANUP PRIMARY SCHOOL,45 THOMAS STREET,BOYANUP,WA,6237,45 THOMAS STREET,BOYANUP,WA,6237,-33.48596223,115.7308445,08 9732 3700,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,15,21,26,12,15,16,15,16,,,,,,,,,136,69,937
5718,BOYARE PRIMARY SCHOOL,9 THREADLEAF WAY,MIRRABOOKA,WA,6061,9 THREADLEAF WAY,MIRRABOOKA,WA,6061,-31.85724948,115.8734207,08 9338 2500,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,32,46,31,23,39,32,30,45,,,,,,,,,278,75,932
5638,BRAESIDE PRIMARY SCHOOL,CARINYA GARDENS,KATANNING,WA,6317,CARINYA GARDENS,KATANNING,WA,6317,-33.679,117.56,08 9821 3500,WHEATBELT,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,19,28,25,23,32,29,29,23,,,,,,,,,208,71,891
5624,BRAMFIELD PARK PRIMARY SCHOOL,YULE STREET,MADDINGTON,WA,6109,YULE STREET,MADDINGTON,WA,6109,-32.04680274,115.9950359,08 9217 8600,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,39,38,42,44,44,35,36,36,,,,,,,,,314,75,935
5060,BREMER BAY PRIMARY SCHOOL,GARNETT ROAD,BREMER BAY,WA,6338,GARNETT ROAD,BREMER BAY,WA,6338,-34.393283,119.37476,08 9837 1200,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,1,4,2,6,3,4,1,5,,,,,,,,,26,Not Rated,1014
5061,BRENTWOOD PRIMARY SCHOOL,2 DAWSON ROAD,BRENTWOOD,WA,6153,2 DAWSON ROAD,BRENTWOOD,WA,6153,-32.04149754,115.847177,08 9364 2709,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,38,43,42,52,39,45,50,43,,,,,,,,,352,94,1103
5062,BRIDGETOWN PRIMARY SCHOOL,178 ROE STREET,BRIDGETOWN,WA,6255,178 ROE STREET,BRIDGETOWN,WA,6255,-33.95485467,116.1407977,08 9761 1102,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,24,22,35,31,27,38,37,39,,,,,,,,,253,83,1006
5586,BROOKMAN PRIMARY SCHOOL,34 BROOKMAN AVENUE,LANGFORD,WA,6147,34 BROOKMAN AVENUE,LANGFORD,WA,6147,-32.03670459,115.9390727,08 9458 5542,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,37,35,36,37,39,44,33,38,,,,,,,,,299,75,930
5839,BROOME NORTH PRIMARY SCHOOL,100 TANAMI DRIVE,BROOME,WA,6725,PO BOX 5996,BROOME,WA,6725,-17.9266374,122.2301416,08 9195 3000,KIMBERLEY,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,59,39,50,46,50,30,48,27,,,,,,,,,349,80,987
5712,BROOME PRIMARY SCHOOL,WELD STREET,BROOME,WA,6725,PO BOX 1744,BROOME,WA,6725,-17.96120109,122.2379626,08 9194 7500,KIMBERLEY,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,48,50,51,46,51,59,47,60,,,,,,,,,412,71,889
5065,BROOMEHILL PRIMARY SCHOOL,HASSELL STREET,BROOMEHILL,WA,6318,C/- POST OFFICE,BROOMEHILL,WA,6318,-33.84507375,117.6342811,08 9824 0500,WHEATBELT,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,2,3,8,5,6,10,5,6,,,,,,,,,45,91,1036
5067,BRUNSWICK JUNCTION PRIMARY SCHOOL,6 VINCENT STREET,BRUNSWICK JUNCTION,WA,6224,PO BOX 201,BRUNSWICK JUNCTION,WA,6224,-33.2517339,115.8341389,08 9788 9100,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,14,6,10,7,6,8,7,9,,,,,,,,,67,69,853
5574,BULL CREEK PRIMARY SCHOOL,32 HARDY STREET,BULL CREEK,WA,6149,32 HARDY STREET,BULL CREEK,WA,6149,-32.06013661,115.8610064,08 6216 4400,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,41,34,51,48,58,64,70,37,,,,,,,,,403,98,1126
1524,BUNBURY BAPTIST COLLEGE,133 NORTON PROMENADE,DALYELLUP,WA,6230,133 NORTON PROMENADE,DALYELLUP,WA,6230,-33.400403,115.627001,08 9790 0000,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y08,54,37,32,36,42,41,31,32,,74,55,,,,,,434,85,1010
1222,BUNBURY CATHEDRAL GRAMMAR SCHOOL,5 ALLEN ROAD,GELORUP,WA,6230,5 ALLEN ROAD,GELORUP,WA,6230,-33.404668,115.63864,08 9722 6000,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,29,13,27,22,25,34,28,36,,60,77,74,75,80,75,,655,99,1081
5070,BUNBURY PRIMARY SCHOOL,2-18 LOVEGROVE AVENUE,BUNBURY,WA,6230,PO BOX 1908,BUNBURY,WA,6231,-33.33305655,115.6381042,08 9721 2660,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,42,49,54,59,54,63,55,56,,,,,,,,,432,95,1076
5508,BUNGAREE PRIMARY SCHOOL,9 CENTAURUS STREET,ROCKINGHAM,WA,6168,9 CENTAURUS STREET,ROCKINGHAM,WA,6168,-32.29110842,115.7378237,08 9553 8400,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,36,33,30,30,37,42,25,,,,,,,,,273,70,931
5591,BURRENDAH PRIMARY SCHOOL,CASTLEREAGH CLOSE,WILLETTON,WA,6155,CASTLEREAGH CLOSE,WILLETTON,WA,6155,-32.05988334,115.8805782,08 9266 6200,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,39,58,92,84,95,120,102,98,,,,,,,,,688,99,1125
5715,BURRINGURRAH REMOTE COMMUNITY SCHOOL,BURRINGURRAH COMMUNITY,MOUNT JAMES,WA,6642,MOUNT JAMES LOCKED BAG,MEEKATHARRA,WA,6642,-24.651178,116.932686,08 9943 0622,MIDWEST,Remote Community Schools,PRIMARY SCHOOLS,PPR,Y10,,1,1,5,2,6,3,1,,3,1,2,2,,,,27,Not Rated,731
5076,BUSSELTON PRIMARY SCHOOL,AVOCET BOULEVARD,BUSSELTON,WA,6280,AVOCET BOULEVARD,BUSSELTON,WA,6280,-33.63955416,115.3763212,08 9751 6400,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,36,30,33,39,30,30,39,37,,,,,,,,,274,74,939
5783,BUTLER PRIMARY SCHOOL,30 TOLLESBURY AVENUE,BUTLER,WA,6036,PO BOX 339,QUINNS ROCKS,WA,6030,-31.6461099,115.7027364,08 9561 7700,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,72,73,67,75,81,77,89,84,,,,,,,,,618,79,999
1435,BYFORD JOHN CALVIN SCHOOL,30 SOLDIERS ROAD,BYFORD,WA,6122,30 SOLDIERS ROAD,BYFORD,WA,6122,-32.22411516,116.0057146,08 9525 0261,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,29,26,24,38,25,20,21,27,,,,,,,,,210,96,1078
5078,BYFORD PRIMARY SCHOOL,36 CLIFTON STREET,BYFORD,WA,6122,36 CLIFTON STREET,BYFORD,WA,6122,-32.21943768,116.0121953,08 9526 6300,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,37,51,46,45,42,39,56,,,,,,,,,356,75,973
5705,CABLE BEACH PRIMARY SCHOOL,DAKAS STREET,BROOME,WA,6725,PO BOX 1453,BROOME,WA,6725,-17.95879062,122.2164767,08 9194 7300,KIMBERLEY,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,35,39,43,46,43,52,41,47,,,,,,,,,346,69,838
5079,CADOUX PRIMARY SCHOOL,3821 CADOUX-KOORDA ROAD,CADOUX,WA,6466,PO BOX 29,CADOUX,WA,6466,-30.77070399,117.1366031,08 9673 1056,WHEATBELT,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,1,3,5,1,3,3,1,6,,,,,,,,,23,Not Rated,1022
5800,CALADENIA PRIMARY SCHOOL,89 BOARDMAN ROAD,CANNING VALE,WA,6155,89 BOARDMAN ROAD,CANNING VALE,WA,6155,-32.07496451,115.932729,08 6258 9350,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,82,113,135,136,116,103,120,94,,,,,,,,,899,100,1098
5080,CALINGIRI PRIMARY SCHOOL,18 CAVELL STREET,CALINGIRI,WA,6569,18 CAVELL STREET,CALINGIRI,WA,6569,-31.090094,116.449243,08 9628 8500,WHEATBELT,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,6,10,5,5,2,4,2,3,,,,,,,,,37,Not Rated,952
5081,CALISTA PRIMARY SCHOOL,1 CHILCOTT STREET,CALISTA,WA,6167,PO BOX 457,KWINANA,WA,6966,-32.24514843,115.8106046,08 9419 2355,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,79,58,51,69,59,60,71,66,,,,,,,,,513,83,947
5533,CAMBOON PRIMARY SCHOOL,FORDER ROAD,NORANDA,WA,6062,FORDER ROAD,NORANDA,WA,6062,-31.87744461,115.8910542,08 9218 1400,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,48,45,49,44,49,45,48,43,,,,,,,,,371,85,1035
5777,CAMPBELL PRIMARY SCHOOL,CAMPBELL ROAD,CANNING VALE,WA,6155,CAMPBELL ROAD,CANNING VALE,WA,6155,-32.08812075,115.9307582,08 9456 8300,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,66,67,78,77,70,92,79,84,,,,,,,,,613,96,1089
5735,CANNING VALE PRIMARY SCHOOL,THE RAMBLE,CANNING VALE,WA,6155,THE RAMBLE,CANNING VALE,WA,6155,-32.0760558,115.9128115,08 9427 6000,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,60,53,68,66,53,64,81,51,,,,,,,,,496,90,1049
5086,CAPEL PRIMARY SCHOOL,21 BARLEE ROAD,CAPEL,WA,6271,21 BARLEE ROAD,CAPEL,WA,6271,-33.55724062,115.5647487,08 9727 2183,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,33,32,36,50,55,40,56,35,,,,,,,,,337,77,985
5794,CARALEE COMMUNITY SCHOOL,24 WINNACOTT STREET,WILLAGEE,WA,6156,PO BOX 1031,WILLAGEE,WA,6156,-32.05149344,115.8043461,08 9312 4800,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,52,42,40,41,43,52,45,53,,,,,,,,,368,76,970
5543,CARCOOLA PRIMARY SCHOOL,WISTERIA CRESCENT,PINJARRA,WA,6208,PO BOX 475,PINJARRA,WA,6208,-32.605769,115.893504,08 9531 1399,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,14,20,18,19,17,13,18,21,,,,,,,,,140,73,948
1415,CAREY BAPTIST COLLEGE,51 WRIGHT ROAD,HARRISDALE,WA,6112,51 WRIGHT ROAD,HARRISDALE,WA,6112,-32.11159158,115.9355423,08 9394 9111,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,76,81,77,76,79,78,76,84,,148,139,136,129,136,114,,1429,96,1097
1492,CAREY BAPTIST COLLEGE - FORRESTDALE,540 NICHOLSON ROAD,FORRESTDALE,WA,6112,540 NICHOLSON ROAD,FORRESTDALE,WA,6112,-32.16104802,115.9181942,08 6166 2205,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y08,40,35,35,34,32,26,26,19,,36,56,,,,,,339,96,1097
5088,CAREY PARK PRIMARY SCHOOL,ECCLESTONE STREET,CAREY PARK,WA,6230,ECCLESTONE STREET,CAREY PARK,WA,6230,-33.34906206,115.6505098,08 9796 2900,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,38,23,38,31,39,37,25,48,,,,,,,,,279,69,897
5605,CARINE PRIMARY SCHOOL,58 OSMASTON ROAD,CARINE,WA,6020,58 OSMASTON ROAD,CARINE,WA,6020,-31.85137169,115.7725012,08 9378 5600,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,58,70,67,80,83,85,93,67,,,,,,,,,603,99,1137
5090,CARLISLE PRIMARY SCHOOL,1 WRIGHT STREET,KEWDALE,WA,6105,1 WRIGHT STREET,KEWDALE,WA,6105,-31.972706,115.921255,08 9264 7650,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,39,51,37,43,44,25,34,42,,,,,,,,,315,83,1030
1020,CARMEL ADVENTIST COLLEGE PRIMARY,18 FIRST AVENUE,CARMEL,WA,6076,18 FIRST AVENUE,CARMEL,WA,6076,-32.006706,116.091127,08 9291 6399,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,21,20,23,20,18,23,23,19,,,,,,,,,167,85,1079
1231,CARMEL SCHOOL,123 CRESSWELL ROAD,DIANELLA,WA,6059,123 CRESSWELL ROAD,DIANELLA,WA,6059,-31.89910743,115.8620749,08 9276 1644,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,28,40,33,35,33,26,44,30,,30,35,45,24,40,33,,476,94,1137
5845,CARNABY RISE PRIMARY SCHOOL,POMODORA AVENUE,LANDSDALE,WA,6065,POMODORA AVENUE,LANDSDALE,WA,6065,-31.81744,115.874989,08 6401 8100,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,112,111,86,90,82,48,54,40,,,,,,,,,623,79,1039
1400,CARNARVON CHRISTIAN SCHOOL (INC),30 BABBAGE ISLAND ROAD,CARNARVON,WA,6701,30 BABBAGE ISLAND ROAD,CARNARVON,WA,6701,-24.87551778,113.6576221,08 9941 4533,MIDWEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,25,14,7,13,13,12,11,6,,,,,,,,,101,78,1027
5926,CARNARVON SCHOOL OF THE AIR,20 CARNARVON ROAD,CARNARVON,WA,6701,PMB 100,CARNARVON,WA,6701,-24.88431096,113.6607577,08 9947 2600,MIDWEST,Distance Education,PRIMARY SCHOOLS,KIN,Y06,4,6,4,1,3,5,7,6,,,,,,,,,36,Not Rated,1062
5782,CARRAMAR PRIMARY SCHOOL,71 HOUGHTON DRIVE,CARRAMAR,WA,6031,71 HOUGHTON DRIVE,CARRAMAR,WA,6031,-31.71147916,115.7857211,08 9405 0600,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,78,77,78,97,111,91,95,113,,,,,,,,,740,86,1041
1436,CASA MIA MONTESSORI COMMUNITY SCHOOL,11 HAMILTON STREET,BASSENDEAN,WA,6054,11 HAMILTON STREET,BASSENDEAN,WA,6054,-31.90308107,115.9519135,08 9279 2209,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,23,8,7,3,4,3,,3,,,,,,,,,51,Not Rated,1169
5572,CASCADE PRIMARY SCHOOL,LOT 50 ASHA COURT,CASCADE,WA,6450,RMB 9152,ESPERANCE,WA,6450,-33.46836264,121.0723384,08 9079 2061,GOLDFIELDS,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,5,2,6,5,3,,4,4,,,,,,,,,29,Not Rated,1041
5652,CASSIA PRIMARY SCHOOL,16 BORONIA CLOSE,SOUTH HEDLAND,WA,6722,PO BOX 2138,SOUTH HEDLAND,WA,6722,-20.40888577,118.6079095,08 9172 8500,PILBARA,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,78,83,81,90,78,74,60,65,,,,,,,,,609,69,895
5095,CASTLETOWN PRIMARY SCHOOL,EASTON ROAD,ESPERANCE,WA,6450,EASTON ROAD,ESPERANCE,WA,6450,-33.83182737,121.9084582,08 9076 2800,GOLDFIELDS,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,49,66,64,61,81,53,60,57,,,,,,,,,491,78,977
5096,CAVERSHAM PRIMARY SCHOOL,65 COAST ROAD,WEST SWAN,WA,6055,65 COAST ROAD,WEST SWAN,WA,6055,-31.85860491,115.9831127,08 9218 6850,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,118,78,86,68,68,49,45,47,,,,,,,,,559,85,1037
5846,CAVERSHAM VALLEY PRIMARY SCHOOL,60 SUMMERVILLE BOULEVARD,CAVERSHAM,WA,6055,60 SUMMERVILLE BOULEVARD,CAVERSHAM,WA,6055,-31.867901,115.968879,08 9461 2700,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,80,65,61,43,48,24,16,17,,,,,,,,,354,85,1037
5558,CERVANTES PRIMARY SCHOOL,26 IBERIA STREET,CERVANTES,WA,6511,PO BOX 42,CERVANTES,WA,6511,-30.4991469,115.0659247,08 9688 5000,MIDWEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,5,7,4,8,5,5,4,3,,,,,,,,,41,Not Rated,968
5567,CHALLIS COMMUNITY PRIMARY SCHOOL,40 BRAEMORE STREET,ARMADALE,WA,6112,40 BRAEMORE STREET,ARMADALE,WA,6112,-32.13924553,116.0006497,08 9391 4100,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,113,122,128,130,125,115,95,107,,,,,,,,,935,73,941
5097,CHAPMAN VALLEY PRIMARY SCHOOL,3310 CHAPMAN VALLEY ROAD,NABAWA,WA,6532,PO BOX 28,NABAWA,WA,6532,-28.49970321,114.7915149,08 9920 5032,MIDWEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,1,2,4,2,5,2,1,4,,,,,,,,,21,Not Rated,1013
5719,CHARTHOUSE PRIMARY SCHOOL,43 RAND AVENUE,WAIKIKI,WA,6169,43 RAND AVENUE,WAIKIKI,WA,6169,-32.31714699,115.7508427,08 9591 7900,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,56,60,61,68,55,67,66,70,,,,,,,,,503,75,952
5099,CHIDLOW PRIMARY SCHOOL,450 LILYDALE ROAD,CHIDLOW,WA,6556,450 LILYDALE ROAD,CHIDLOW,WA,6556,-31.85729037,116.2689559,08 9573 7200,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,12,17,16,12,17,16,16,27,,,,,,,,,133,86,1001
1455,CHILD SIDE SCHOOL,32 ARMSTRONG ROAD,BOYANUP,WA,6237,32 ARMSTRONG ROAD,BOYANUP,WA,6237,-33.48598843,115.7411328,08 9731 5232,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y10,10,8,7,5,2,5,6,7,,9,5,7,3,,,,74,Not Rated,1083
1041,CHRIST CHURCH GRAMMAR SCHOOL,QUEENSLEA DRIVE,CLAREMONT,WA,6010,QUEENSLEA DRIVE,CLAREMONT,WA,6010,-31.98546117,115.7769868,08 9442 1555,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,34,34,41,45,60,88,93,118,,202,200,199,193,189,192,,1688,99,1180
1104,CHRIST THE KING CATHOLIC SCHOOL,LOMBADINA,LOMBADINA,WA,6725,LOMBADINA,LOMBADINA,WA,6725,-16.516088,122.892963,08 9192 4934,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y10,4,3,6,5,6,3,4,2,,7,2,2,4,,,,48,Not Rated,
1015,CHRIST THE KING SCHOOL,87 YORK STREET,BEACONSFIELD,WA,6162,87 YORK STREET,BEACONSFIELD,WA,6162,-32.072343,115.773117,08 9487 9900,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,49,31,36,43,33,51,37,50,,,,,,,,,330,88,1063
1284,CHRISTIAN ABORIGINAL PARENT-DIRECTED SCHOOL,85-93 LINDSAY STREET,COOLGARDIE,WA,6429,85-93 LINDSAY STREET,COOLGARDIE,WA,6429,-30.95228,121.16131,08 9093 8000,GOLDFIELDS,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,2,7,2,2,5,3,5,6,,23,8,11,11,9,6,,100,Not Rated,723
1347,CHRISTIAN ABORIGINAL PARENT-DIRECTED SCHOOL - KURRAWANG,"KURRAWANG COMTY, 1 SHARPE DRIVE",MOUNT BURGES,WA,6429,PO BOX 10397,KALGOORLIE,WA,6430,-30.83002,121.3301,08 9091 2590,GOLDFIELDS,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,6,9,9,5,9,3,7,3,,,,,,,,,51,Not Rated,723
1372,CHRYSALIS MONTESSORI SCHOOL,3-5 PARKLAND ROAD,GLENDALOUGH,WA,6016,3-5 PARKLAND ROAD,GLENDALOUGH,WA,6016,-31.91748633,115.8172243,08 9444 6025,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,34,23,16,16,13,18,6,9,,,,,,,,,135,99,1174
5102,CHURCHLANDS PRIMARY SCHOOL,CROMARTY ROAD,FLOREAT,WA,6014,CROMARTY ROAD,FLOREAT,WA,6014,-31.92636369,115.794652,08 9253 9450,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,56,59,61,71,73,53,82,83,,,,,,,,,538,98,1155
5103,CITY BEACH PRIMARY SCHOOL,30 MARAPANA ROAD,CITY BEACH,WA,6015,30 MARAPANA ROAD,CITY BEACH,WA,6015,-31.93538508,115.765126,08 9237 7400,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,33,30,22,28,19,20,22,18,,,,,,,,,192,99,1166
5731,CLARKSON PRIMARY SCHOOL,8 ALDERSEA CIRCLE,CLARKSON,WA,6030,PO BOX 2032,CLARKSON,WA,6030,-31.67754494,115.7183074,08 6207 5200,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,37,36,42,41,42,53,33,48,,,,,,,,,332,77,960
5793,CLAYTON VIEW PRIMARY SCHOOL,211 CLAYTON STREET,KOONGAMIA,WA,6056,211 CLAYTON STREET,KOONGAMIA,WA,6056,-31.90467468,116.0402451,08 9257 0800,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,13,32,15,19,25,20,19,20,,,,,,,,,163,69,860
5550,CLIFTON HILLS PRIMARY SCHOOL,1 BUTLER PASS,KELMSCOTT,WA,6111,1 BUTLER PASS,KELMSCOTT,WA,6111,-32.1094773,116.0207568,08 9234 7800,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,49,58,70,48,54,67,53,50,,,,,,,,,449,83,1020
5692,CLIFTON PARK PRIMARY SCHOOL,LUCY VICTORIA AVENUE,CLIFTON PARK,WA,6233,LUCY VICTORIA AVENUE,CLIFTON PARK,WA,6233,-33.30905652,115.7119826,08 9796 7300,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,19,20,19,15,19,24,24,22,,,,,,,,,162,78,996
5169,CLOVERDALE PRIMARY SCHOOL,180 FISHER STREET,CLOVERDALE,WA,6105,180 FISHER STREET,CLOVERDALE,WA,6105,-31.96091754,115.935021,08 9438 7800,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,49,42,59,40,43,49,47,45,,,,,,,,,374,77,981
5109,COLLIER PRIMARY SCHOOL,17 HOBBS AVENUE,COMO,WA,6152,17 HOBBS AVENUE,COMO,WA,6152,-31.99132283,115.8732078,08 6455 0300,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,39,49,42,32,38,27,39,30,,,,,,,,,296,97,1088
5804,COMET BAY PRIMARY SCHOOL,85 MILTONA DRIVE,SECRET HARBOUR,WA,6173,85 MILTONA DRIVE,SECRET HARBOUR,WA,6173,-32.41132592,115.7694346,08 9523 3700,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,77,87,89,112,105,105,129,114,,,,,,,,,818,83,1014
