Code,School Name,Street,Suburb,State,Postcode,Postal Street,Postal Suburb,Postal State,Postal Postcode,Latitude,Longitude,Phone,Education Region,Broad Classification,Classification Group,Low Year,High Year,KIN,PPR,Y01,Y02,Y03,Y04,Y05,Y06,UPR,Y07,Y08,Y09,Y10,Y11,Y12,USE,Total Students,BE Score,ICSEA,ATAR Rank,Median ATAR,Eligible Year 12 students,Students with ATAR,% students with ATAR
1367,WONGUTHA CHRISTIAN ABORIGINAL PARENT-DIRECTED SCHOOL,GIBSON ROAD EAST,GIBSON,WA,6448,GIBSON ROAD EAST,GIBSON,WA,6448,-33.658921,121.874743,08 9075 4011,GOLDFIELDS,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y11,Y12,,,,,,,,,,,,,,33,30,,63,Not Rated,,,,,,
1481,ESPERANCE ANGLICAN COMMUNITY SCHOOL,5 GRIFFIN STREET,ESPERANCE,WA,6450,5 GRIFFIN STREET,ESPERANCE,WA,6450,-33.87140172,121.8844588,08 9083 2444,GOLDFIELDS,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y07,Y12,,,,,,,,,,40,38,42,37,21,14,,192,87,1029,,,,,
1227,ST MARY'S COLLEGE,3 PORT DRIVE,BROOME,WA,6725,3 PORT DRIVE,BROOME,WA,6725,-17.96107323,122.222487,08 9194 9500,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,73,53,59,62,57,49,58,64,,82,65,55,40,42,23,,782,76,889,,,,,
1528,ST MARTIN DE PORRES SCHOOL,154 FREDERICK STREET,DJUGUN,WA,6725,154 FREDERICK STREET,DJUGUN,WA,6725,-17.954391,122.224409,08 9195 4200,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y10,Y10,,,,,,,,,,,,,1,,,,1,,,,,,,
4064,BROOME SENIOR HIGH SCHOOL,FREDERICK STREET,BROOME,WA,6725,PO BOX 1316,BROOME,WA,6725,-17.95614273,122.2323264,08 9195 3100,KIMBERLEY,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,175,176,127,141,112,97,,828,78,932,90,75.45,94,36,38.3
1362,PARNNGURR COMMUNITY SCHOOL,PARNNGURR ABORIGINAL COMMUNITY,VIA NEWMAN  PMB14,WA,6753,PARNNGURR ABORIGINAL COMMUNITY,VIA NEWMAN  PMB14,WA,6753,-22.817552,122.597546,08 9176 9003,PILBARA,NON-GOVT SCHOOLS,NON-GOVERNMENT,PPR,Y12,,1,1,3,1,1,,,,6,3,1,4,4,2,,27,,,,,,,
1104,CHRIST THE KING CATHOLIC SCHOOL,LOMBADINA,LOMBADINA,WA,6725,LOMBADINA,LOMBADINA,WA,6725,-16.516088,122.892963,08 9192 4934,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y10,4,3,6,5,6,3,4,2,,7,2,2,4,,,,48,,,,,,,
1315,RAWA COMMUNITY SCHOOL ABORIGINAL CORPORATION,LAKE DORA (PUNMU COMMUNITY),GREAT SANDY DESERT,WA,6753,LAKE DORA (PUNMU COMMUNITY),GREAT SANDY DESERT,WA,6753,-22.044005,123.120655,08 9176 9022,PILBARA,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,3,3,2,3,3,8,4,5,,4,3,4,2,3,1,,48,,,,,,,
4073,DERBY DISTRICT HIGH SCHOOL,10 ANDERSON STREET,DERBY,WA,6728,PMB 958,DERBY,WA,6728,-17.30943881,123.633739,08 9193 3000,KIMBERLEY,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y12,39,38,46,56,40,54,42,46,,45,47,46,33,20,12,,564,73,758,,,,,
1260,KULKARRIYA COMMUNITY SCHOOL,YUNGNGORA COMMUNITY NOONKANBAH STATION,VIA FITZROY CROSSING,WA,6765,YUNGNGORA COMMUNITY NOONKANBAH STATION,VIA FITZROY CROSSING,WA,6765,-18.503222,124.831111,08 9191 4737,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y10,9,11,6,4,6,3,10,2,,8,5,2,1,,,,67,Not Rated,645,,,,,
1416,WULUNGARRA COMMUNITY SCHOOL,MILLIJIDEE STATION,FITZROY CROSSING,WA,6765,MILLIJIDEE STATION,FITZROY CROSSING,WA,6765,-18.825259,124.941733,08 9191 7402,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y10,4,,,,1,4,2,2,,5,1,4,4,,,,27,,,,,,,
1382,YAKANARRA COMMUNITY SCHOOL,YAKANARRA COMMUNITY MANGUNAMPI ROAD,YAKANARRA,WA,6765,YAKANARRA COMMUNITY MANGUNAMPI ROAD,YAKANARRA,WA,6765,-18.671644,125.298823,08 9191 7164,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y10,4,1,3,2,3,3,1,4,,3,2,2,3,,,,31,Not Rated,,,,,,
4149,FITZROY VALLEY DISTRICT HIGH SCHOOL,FLYNN DRIVE,FITZROY CROSSING,WA,6765,PO BOX 106,FITZROY CROSSING,WA,6765,-18.196468,125.566842,08 9163 8600,KIMBERLEY,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y12,21,17,20,22,15,16,13,14,,30,43,38,15,21,11,,296,72,705,,,,,
1489,YIRAMALAY/WESLEY STUDIO SCHOOL,LEOPOLD DOWNS CATTLE STATION,VIA FITZROY CROSSING,WA,6765,LEOPOLD DOWNS CATTLE STATION,VIA FITZROY CROSSING,WA,6765,-18.193564,125.567949,03 8102 6000,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y10,Y12,,,,,,,,,,,,,17,13,16,,46,Not Rated,,,,,,
1297,YIYILI ABORIGINAL COMMUNITY SCHOOL,"LOT 1 EDUCATION STREET, YIYILI COMMUNITY",VIA HALLS CREEK,WA,6770,"LOT 1 EDUCATION STREET, YIYILI COMMUNITY",VIA HALLS CREEK,WA,6770,-18.718867,126.754211,08 9191 7195,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y10,5,7,3,4,5,10,5,5,,6,3,5,2,,,,60,Not Rated,,,,,,
4145,HALLS CREEK DISTRICT HIGH SCHOOL,THOMAS STREET,HALLS CREEK,WA,6770,PO BOX 117,HALLS CREEK,WA,6770,-18.22567554,127.669356,08 9171 5555,KIMBERLEY,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y12,28,25,24,28,26,28,27,30,,32,32,39,25,26,12,,382,73,,,,,,
1305,LUURNPA CATHOLIC SCHOOL,WIRRIMANU BALGO HILLS,VIA HALLS CREEK,WA,6770,WIRRIMANU BALGO HILLS,VIA HALLS CREEK,WA,6770,-20.142514,127.983031,08 9168 8902,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y10,11,8,9,12,7,12,14,5,,5,8,8,5,,,,104,Not Rated,585,,,,,
4108,WYNDHAM DISTRICT HIGH SCHOOL,COVERLEY STREET,WYNDHAM,WA,6740,PO BOX 21,WYNDHAM,WA,6740,-15.48878706,128.1212215,08 9161 1063,KIMBERLEY,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y12,6,9,4,8,5,7,11,7,,10,13,6,9,4,3,,102,73,700,,,,,
1271,NGALANGANGPUM SCHOOL,WARMUN COMMUNITY VIA GREAT NORTHERN HWY,KUNUNURRA,WA,6743,WARMUN COMMUNITY VIA GREAT NORTHERN HWY,KUNUNURRA,WA,6743,-17.029901,128.212134,08 9167 2501,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y10,4,7,4,4,4,7,6,4,,3,4,10,7,,,,64,Not Rated,664,,,,,
4123,EAST KIMBERLEY COLLEGE,MANGALOO STREET,KUNUNURRA,WA,6743,PO BOX 617,KUNUNURRA,WA,6743,-15.76888254,128.7361825,08 9168 4400,KIMBERLEY,K-12 SCHOOLS,K-12 SCHOOLS,KIN,Y12,60,63,78,80,74,81,88,85,,77,65,51,63,42,42,,949,,,,,,,
